kew_id,taxon_name_binom,authors,Full name,Author,taxon_name_auth,pg_2C,pg_1C,Mbp_2C,Mbp_1C,Mbp_1Cx,Ploidy,Chromosome_number_2n,GC_%,Locality,Latitude,Longitude,Altitude_m,Collector,FCM method,FCM standard,Sample/standard ratio with DAPI (mean),CV (%),sample/standard ratio with PI (mean),CV (%),mean DAPI/PI,CV (%),Data source,from GB material,DB
766342-1,Sherardia arvensis,L.,Sherardia arvensis,L.,Sherardia arvensis L.,0.94,0.47,924.1,462.05,462.05,2,22,40.76948309,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 500 m E of the church in the vilage, fallow field","49°19'56""N","16°29'04""E",277,P. Šmarda,lh-1,O.s.,1.385210792,0.031207137,1.188333941,1.281103785,1.165799698,1.255573095,Šmarda et al. 2019,n,Šmarda et al. 2019
157130-1,Silene conica,L.,Silene conica,L.,Silene conica L.,1.98,0.99,1935.8,967.9,967.9,2,20,40.71841858,Plant cultivated from seeds provided by http: //plantanaturalis.com/,,,,,lh-6,C.a.,1.955077839,0.161195948,2.419968169,1.002966166,0.807946914,0.991161491,Šmarda et al. 2019,n,Šmarda et al. 2019
157226-1,Silene dichotoma,Ehrh.,Silene dichotoma,Ehrh.,Silene dichotoma Ehrh.,2.67,1.33,2606.64,1303.32,1303.32,2,24,42.24680668,"Czech Republic, Moravia, Jarom??ice nad Rokytnou (distr. T?ebí?): 920 m SSW of the chateau, along the road to Moravské Bud?jovice, xerophilous grassy roadside","49°05'12""N","15°53'07""E",438,O. Knápek & P. Šmarda,lh-1,B.p.,0.731528586,1.66918417,0.843604689,1.581512259,0.867146183,1.055435493,Šmarda et al. 2019,n,Šmarda et al. 2019
157239-1,Silene dioica,(L.) Clairv.,Silene dioica,(L.) Clairv.,Silene dioica (L.) Clairv.,5.03,2.51,4915.53,2457.76,2457.76,2,24,40.5153649,"Czech Republic, Moravia, Hnanice (distr. Znojmo): 210 m NW of the former Bašt?v mlýn mill, forest near the road from Hnanice to the mill","48°48'46""N","15°59'06""E",257,V. Grulich & O. Knápek,lh-3,B.p.,1.512633039,0.982924125,1.590844501,1.108632803,0.950836513,0.886609274,Šmarda et al. 2019,n,Šmarda et al. 2019
304203-2,Silene noctiflora,L.,Silene noctiflora,L.,Silene noctiflora L.,5.06,2.53,4949.79,2474.89,2474.89,2,24,38.89383206,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 770 m NE of the church in the village, fallow field","49°20'11""N","16°29'09""E",267,P. Šmarda,lh-3,B.p.,1.655179065,1.369567424,1.601931627,1.386295085,1.0332506,0.525793626,Šmarda et al. 2019,n,Šmarda et al. 2019
157927-1,Silene nutans,L.,Silene nutans,L.,Silene nutans L.,4.41,2.2,4308.84,2154.42,2154.42,2,24,40.67536744,"Czech Republic, Moravia, Havraníky (distr. Znojmo): 385 m WSW of the chapel on the heathland, along the red-marked tourist path to the Dyje river","48°48'47""N","15°59'53""E",326,V. Grulich & O. Knápek,lh-3,G.m.,1.841870438,0.6879792,2.121644662,0.877659854,0.868133326,0.783879082,Šmarda et al. 2019,n,Šmarda et al. 2019
288960-1,Sinapis arvensis,L.,Sinapis arvensis,L.,Sinapis arvensis L.,0.95,0.47,926.42,463.21,463.21,2,18,40.86140072,"Czech Republic, Moravia, Bernartice nad Odrou (distr. Nový Ji?ín): cultivated in a private garden","49°37'06""N","17°56'36""E",265,O. Knápek,lh-3,O.s.,1.382039457,0.845662322,1.191328696,1.121910838,1.16018354,1.439057424,Šmarda et al. 2019,n,Šmarda et al. 2019
289144-1,Sisymbrium altissimum,L.,Sisymbrium altissimum,L.,Sisymbrium altissimum L.,0.5,0.25,484.76,242.38,242.38,2,14,39.37320656,"Czech Republic, Moravia, Horka nad Moravou (distr. Olomouc): 815 m ENE of the railway station, ruderal patch near the bridge over the Mlýnský potok brook","49°38'20""N","17°12'45""E",217,O. Knápek,lh-3,O.s.,0.78110829,0.888730847,0.62337605,1.533014171,1.253029036,0.579727744,Šmarda et al. 2019,n,Šmarda et al. 2019
237960-2,Sisymbrium loeselii,L.,Sisymbrium loeselii,L.,Sisymbrium loeselii L.,0.5,0.25,485.75,242.88,242.88,2,14,40.76555807,"Czech Republic, Moravia, Brno-Štý?ice (distr. Brno-m?sto): 830 m ESE of sv. Leopold church at Víde?ská street, causeway at the railway bridge in Brno-Štý?ice","49°10'58""N","16°36'24""E",203,O. Knápek & P. Veselý,lh-1,O.s.,0.728364012,0.339838692,0.624647608,0.63024458,1.166039864,0.539217159,Šmarda et al. 2019,n,Šmarda et al. 2019
289589-1,Sisymbrium officinale,(L.) Scop.,Sisymbrium officinale,(L.) Scop.,Sisymbrium officinale (L.) Scop.,0.59,0.3,578.73,289.37,289.37,2,14,39.9654972,"Czech Republic, Moravia, Brno-st?ed (distr. Brno-m?sto): Milady Horákové street","49°12'02.0""N","16°36'48.8""E",212,P. Šmarda,lh-1,C.a.,0.607830982,0.233180018,0.723482421,1.076276609,0.840198525,0.874133425,Šmarda et al. 2019,n,Šmarda et al. 2019
289595-1,Sisymbrium orientale,L.,Sisymbrium orientale,L.,Sisymbrium orientale L.,0.64,0.32,630.43,315.22,315.22,2,14,40.49847168,"Czech Republic, Moravia, Pavlov (distr. B?eclav): D?vín hill, S slope below the D?vi?ky castle ruin, 700 m WNW of the church in the village, limestone rocky steppe","48°52'32""N","16°39'42""E",427,J. Danihelka,lh-1,R.s.,0.63952791,1.187195048,0.646236655,1.66815193,0.989776754,1.848229409,Šmarda et al. 2019,n,Šmarda et al. 2019
289595-1,Sisymbrium orientale,L.,Sisymbrium orientale,L.,Sisymbrium orientale L.,0.65,0.33,637.07,318.54,318.54,2,14,40.50286718,"Czech Republic, Moravia, Znojmo (distr. Znojmo): terraces above the Dyje river, below sv. Mikuláš church, ruderal vegetation","48°51'15""N","16°02'43""E",265,V. Grulich,lh-1,L.e.,0.342732902,0.487005795,0.37545261,1.745521022,0.91285263,0.279003111,Šmarda et al. 2019,n,Šmarda et al. 2019
324701-2,Sisymbrium strictissimum,L.,Sisymbrium strictissimum,L.,Sisymbrium strictissimum L.,1.31,0.65,1281.06,640.53,320.26,4,28,39.42025574,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): 730 m WNW of the church in the village, ruderal grassy roadside","49°15'10""N","16°34'19""E",312,P. Šmarda,lh-3,G.m.,0.584281416,0.584409156,0.630785457,1.576361267,0.926275978,0.370733009,Šmarda et al. 2019,n,Šmarda et al. 2019
324701-2,Sisymbrium strictissimum,L.,Sisymbrium strictissimum,L.,Sisymbrium strictissimum L.,1.33,0.67,1305.08,652.54,326.27,4,28,39.83957988,"Czech Republic, Moravia, Horní V?stonice (distr. B?eclav): Sout?ska site, 1.5 km SE of the church in the village, open places below the power line","48°51'59""N","16°38'28""E",407,J. Danihelka et al. ,lh-1,L.e.,0.726320171,0.645079511,0.769139511,2.809242517,0.944755345,2.149726203,Šmarda et al. 2019,n,Šmarda et al. 2019
441187-1,Sisyrinchium montanum,Greene,Sisyrinchium montanum,Greene,Sisyrinchium montanum Greene,5.74,2.87,5617.75,2808.87,468.15,12,96,41.8899266,"Ucraine, Zakarpattia, Chorna Tysa (rajon Rachiv): 3 km W of the village, grassland in the Chorna Tysa river valley","48°18'11.13""N","24°16'56.51""E",786,P. Šmarda,,P.s.,0.711830994,0.317325296,0.716433726,0.386533425,0.993577336,0.082397246,Šmarda et al. 2014,n,Šmarda et al. 2019
849010-1,Sium latifolium,L.,Sium latifolium,L.,Sium latifolium L.,4.85,2.43,4746.71,2373.35,2373.35,2,20,39.98549959,"Prague Botanical Garden, Praha-Troja, Czech Republic, sample nr. 2013.03703 (originated from the Czech Republic)",,,,P. Šmarda,lh-3,P.s.,0.664963826,1.641945581,0.605349726,0.720941432,1.098444426,1.107386954,Šmarda et al. 2019,n,Šmarda et al. 2019
849123-1,Smyrnium perfoliatum,L.,Smyrnium perfoliatum,L.,Smyrnium perfoliatum L.,5.21,2.61,5100.05,2550.02,2550.02,2,22,38.64473644,"Czech Republic, Moravia, Brno-Malom??ice (distr. Brno-m?sto): Kavky Nature Reserve, 710 m SW of the Hády broadcast transmitter, in a forest thicket along the road to the quarry","49°13'00""N","16°40'13""E",319,P. Veselý & O. Knápek,lh-1,P.s.,0.764815005,0.109938543,0.650411518,0.407567203,1.175903954,0.316168242,Šmarda et al. 2019,n,Šmarda et al. 2019
285213-2,Solanum dulcamara,L.,Solanum dulcamara,L.,Solanum dulcamara L.,1.95,0.97,1903.42,951.71,951.71,2,24,39.41578381,"Czech Republic, Moravia, Pop?vky (distr. Brno-venkov): middle of the dam of the Dolní rybník pond, Phalaris arundinacea and Urtica dioica stand","49°11'06""N","16°29'18""E",233,O. Knápek,lh-1,C.a.,2.05635374,0.292267225,2.379488843,0.243866195,0.86420227,0.335289631,Šmarda et al. 2019,n,Šmarda et al. 2019
30048260-2,Solanum nigrum,L.,Solanum nigrum,L.,Solanum nigrum L.,6.44,3.22,6295.14,3147.57,1049.19,6,72,40.88383492,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 490 m NE of the church in the village, margin of a cabbage field","49°20'08""N","16°28'55""E",268,P. Šmarda,lh-2,P.s.,0.841528241,0.422680709,0.802822248,0.60966244,1.048223583,0.357242708,Šmarda et al. 2019,n,Šmarda et al. 2019
821337-1,Solanum tuberosum,L.,Solanum tuberosum,L.,Solanum tuberosum L.,3.22,1.61,3148.29,1574.14,787.07,4,48,38.74752277,Cultivated plant of unknown origin,,,,P. Veselý,,L.e.,1.852907984,0.312687129,1.85541946,0.466842227,0.998646411,NA,Veselý et al. 2012,n,Šmarda et al. 2019
249454-1,Solidago canadensis,L.,Solidago canadensis,L.,Solidago canadensis L.,1.88,0.94,1838.86,919.43,919.43,2,18,38.36653041,"Czech Republic, Moravia, Oslavany (distr. Brno-venkov): coal ash mound near the railway station, ruderal vegetation","49°07'09""N","16°20'55""E",273,"O. Knápek, J. Danihelka & D. Michalcová",lh-1,B.p.,0.631309196,0.447151861,0.595122171,1.344713818,1.060891616,0.902508041,Šmarda et al. 2019,n,Šmarda et al. 2019
249575-1,Solidago gigantea,Aiton,Solidago gigantea,Aiton,Solidago gigantea Aiton,3.42,1.71,3348.08,1674.04,837.02,4,36,38.98175865,"Czech Republic, Moravia, Dobré Pole (distr. B?eclav): 130 m NNW of the railway station, soil heap","48°49'15""N","16°31'58""E",180,P. Šmarda & O. Knápek,lh-1,P.s.,0.493588717,1.169990543,0.426981983,1.228662381,1.156151066,1.980218338,Šmarda et al. 2019,n,Šmarda et al. 2019
249575-1,Solidago gigantea,Aiton,Solidago gigantea,Aiton,Solidago gigantea Aiton,3.45,1.73,3375.82,1687.91,843.95,4,36,38.97844589,"Czech Republic, Moravia, Oslavany (distr. Brno-venkov): coal ash mound near the railway station, ruderal vegetation","49°07'09""N","16°20'55""E",273,"O. Knápek, J. Danihelka & D. Michalcová",lh-1,P.s.,0.497835647,1.018725661,0.430519531,0.699561349,1.156344305,0.373094101,Šmarda et al. 2019,n,Šmarda et al. 2019
250029-1,Sonchus arvensis,L.,Sonchus arvensis,L.,Sonchus arvensis L.,5.54,2.77,5418.63,2709.32,903.11,6,54,39.41523196,"Czech Republic, Moravia, Drásov (distr. Brno-venkov): 520 m E of the church in the village, fallow field","49°19'56""N","16°29'05""E",275,P. Šmarda,lh-1,P.s.,0.781569443,1.083119656,0.691040357,0.270386017,1.131023757,1.272708099,Šmarda et al. 2019,n,Šmarda et al. 2019
1003017-2,Sonchus asper,(L.) Hill,Sonchus asper,(L.) Hill,Sonchus asper (L.) Hill,1.37,0.69,1342.23,671.12,671.12,2,18,38.88903101,"Czech Republic, Moravia, Malhostovice (distr. Brno-venkov): 300 m E of the church in the village, bank of a local rivulet","49°20'00""N","16°30'25""E",285,P. Šmarda,lh-1,L.e.,0.784364603,0.5286672,0.791035048,1.629250413,0.991567447,0.324484927,Šmarda et al. 2019,n,Šmarda et al. 2019
1003017-2,Sonchus asper,(L.) Hill,Sonchus asper,(L.) Hill,Sonchus asper (L.) Hill,1.35,0.67,1316.37,658.18,658.18,2,18,37.80904485,"Czech Republic, Moravia, Brno-Bohunice (distr. Brno-m?sto): 1.35 km NNE of sv. Jan Nepomucký church in Brno-Starý Lískovec, weed in an ornamental plantation","49°10'40""N","16°34'10""E",280,P. Šmarda & O. Knápek,lh-1,G.m.,0.650810743,0.612481152,0.648172217,0.786380335,1.004070718,0.778861226,Šmarda et al. 2019,n,Šmarda et al. 2019
250268-1,Sonchus oleraceus,L.,Sonchus oleraceus,L.,Sonchus oleraceus L.,2.75,1.38,2693.34,1346.67,673.33,4,32,38.44551041,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 660 m W of the church in the village, mown grassland under birch trees","49°15'06""N","16°34'20""E",311,O. Knápek,lh-1,L.e.,1.609165785,0.664179462,1.58729714,0.802307533,1.013849958,1.3983222,Šmarda et al. 2019,n,Šmarda et al. 2019
250281-1,Sonchus palustris,L.,Sonchus palustris,L.,Sonchus palustris L.,3.35,1.68,3277.11,1638.55,1638.55,2,18,38.96032834,"Czech Republic, Moravia, Sedlec u Mikulova (distr. B?eclav): Slanisko u Nesytu Nature Reserve, 75 m ENE of the railway station, road ditch","48°46'28""N","16°41'53""E",176,P. Šmarda & O. Knápek,lh-1,P.s.,0.483803715,3.895811979,0.41793067,1.576973241,1.157401457,2.777478751,Šmarda et al. 2019,n,Šmarda et al. 2019
741641-1,Sorbus aucuparia,L.,Sorbus aucuparia,L.,Sorbus aucuparia L.,1.24,0.62,1212.56,606.28,606.28,2,34,39.8619883,"Czech Republic, Moravia, Brno-Nový Lískovec (distr. Brno-m?sto): 450 m WNW of the Kamenný vrch lookout tower, oak forest","49°11'02""N","16°33'00""E",378,O. Knápek,lh-3,G.m.,0.540676655,1.332520407,0.597058542,0.923836813,0.905567239,1.44237639,Šmarda et al. 2019,n,Šmarda et al. 2019
742021-1,Sorbus torminalis,(L.) Crantz,Sorbus torminalis,(L.) Crantz,Sorbus torminalis (L.) Crantz,1.36,0.68,1325.99,663,663,2,34,40.10644857,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 520 m NE of the border crossing ?ížov-Hardegg, S-facing slope above the road, shrubby dry grassland","48°51'17""N","15°52'08""E",343,P. Šmarda & O. Knápek,lh-1,G.m.,0.583846169,1.246590836,0.652910056,1.513971583,0.894221437,0.823391172,Šmarda et al. 2019,n,Šmarda et al. 2019
422090-1,Sorghum bicolor,(L.) Moench,Sorghum bicolor,(L.) Moench,Sorghum bicolor (L.) Moench,1.55,0.78,1519.62,759.81,759.81,2,20,45.65720315,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,P. Šmarda,lh-1,L.e.,0.614605327,0.816898215,0.895575318,0.207339839,0.686264725,0.670605693,Šmarda et al. 2019,n,Šmarda et al. 2019
422139-1,Sorghum halepense,(L.) Pers.,Sorghum halepense,(L.) Pers.,Sorghum halepense (L.) Pers.,3.19,1.6,3122.23,1561.12,780.56,4,40,46.31063025,"Hungary, Kiskunlacháza: E periphery of the village, next to the railway crossing in direction to Bankháza, rarely","47?10'58.3""N","19?02'36.4""E",110,P. Šmarda,,P.s.,0.307926612,1.649665701,0.398179837,1.748102854,0.773418821,1.718342886,Šmarda et al. 2014,n,Šmarda et al. 2019
836755-1,Sparganium emersum,Rehmann,Sparganium emersum,Rehmann,Sparganium emersum Rehmann,1.04,0.52,1020.94,510.47,510.47,2,30,42.73858222,"Czech Republic, Bohemia, Kynšperk nad Oh?í-Chotíkov (distr. Cheb): river bed 300 m S of the crossroads in the centre of settlement","50°06'57""N","12°30'18""E",418,V. Grulich,lh-1,L.e.,0.487323142,0.78748195,0.601681713,0.295422875,0.809935107,2.665609259,Šmarda et al. 2019,n,Šmarda et al. 2019
836758-1,Sparganium erectum,L.,Sparganium erectum,L.,Sparganium erectum L.,0.9,0.45,879,439.5,439.5,2,30,42.73358826,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,,,O.s.,1.185921293,0.427818598,1.130349226,0.369023151,1.049183518,0.785452774,Šmarda et al. 2014,n,Šmarda et al. 2019
836758-1,Sparganium erectum,L.,Sparganium erectum,L.,Sparganium erectum L.,0.85,0.43,831.94,415.97,415.97,2,30,42.96109763,"Czech Republic, Moravia, Moravské Bud?jovice (distr. T?ebí?): 350 m SE of the railway station, watercourse of the Rokytka brook","49°03'19""N","15°48'45""E",445,P. Šmarda,,L.e.,0.392272795,0.209757379,0.490296157,0.296324961,0.800081135,0.50553205,Šmarda et al. 2014,n,Šmarda et al. 2019
836776-1,Sparganium natans,L.,Sparganium natans,L.,Sparganium natans L.,0.98,0.49,960.72,480.36,480.36,2,30,42.4075951,"Czech Republic, Bohemia, Studánka (distr. Cheb): 0.3 km SW of the railway station, SW inlet part of the Nový u Studánky pond, peat-bog","50°16'35""N","12°10'23""E",605,V. Grulich,lh-1,L.e.,0.466951306,0.57042402,0.566191745,0.562326992,0.824722914,1.014399146,Šmarda et al. 2019,n,Šmarda et al. 2019
158777-1,Spergula morisonii,Boreau,Spergula morisonii,Boreau,Spergula morisonii Boreau,0.73,0.36,712.11,356.06,356.06,2,18,40.31979583,"Czech Republic, Bohemia, Srch-Hrádek (distr. Pardubice): sandy places along the SE shore of the Hrádek sand pit, 2.4 km WSW of the Stébová railway station","50°05'59""N","15°43'25""E",220,J. Danihelka,lh-3,C.a.,0.734369728,1.350549621,0.890218523,1.673425182,0.824931979,0.807057068,Šmarda et al. 2019,n,Šmarda et al. 2019
241336-2,Spergularia marina,(L.) Besser,Spergularia marina,(L.) Besser,Spergularia marina (L.) Besser,1.07,0.54,1050.58,525.29,262.65,4,36,40.4617439,"Czech Republic, Moravia, Starovice (distr. B?eclav): 550 m NNE of sv. Ji?í church, denudated bottom in the SE part of the Starovický rybník pond","48°57'26""N","16°42'38""E",195,"P. Novák, P. Veselý, H. Prokešová",lh-3,L.e.,0.566354921,0.137060612,0.619153627,1.135319488,0.914812346,1.270989868,Šmarda et al. 2019,n,Šmarda et al. 2019
1019502-1,Spergularia media,(L.) C. Presl,Spergularia media,(L.) C. Presl,Spergularia media (L.) C. Presl,0.57,0.28,553.03,276.51,276.51,2,18,39.96789869,"Czech Republic, Moravia, Dobré Pole (distr. B?eclav): Slanisko Dobré Pole Nature Reserve, 290 m NNW of the railway station, open trampled halophilous vegetation","48°49'20""N","16°31'55""E",180,P. Šmarda & O. Knápek,lh-1,O.s.,0.864182046,1.916634647,0.71115871,2.44901405,1.215437165,1.88236419,Šmarda et al. 2019,n,Šmarda et al. 2019
1019502-1,Spergularia media,(L.) C. Presl,Spergularia media,(L.) C. Presl,Spergularia media (L.) C. Presl,0.57,0.29,560.89,280.44,280.44,2,18,39.8817685,"Prague Botanical Garden, Praha-Troja, Czech Republic",,,,P. Veselý & V. Rybka,lh-1,C.a.,0.591461272,0.8747392,0.701173353,2.230880478,0.843829738,2.298992692,Šmarda et al. 2019,n,Šmarda et al. 2019
30200186-2,Spiraea salicifolia,L.,Spiraea salicifolia,L.,Spiraea salicifolia L.,0.95,0.48,933.07,466.53,233.27,4,36,40.7539746,"Hortus Botanicus T?ebo?, Czech Republic",,,,P. Šmarda,lh-3,L.e.,0.495367929,0.531416325,0.54989438,1.512416235,0.900938467,1.09711142,Šmarda et al. 2019,n,Šmarda et al. 2019
658457-1,Spiranthes spiralis,(L.) Chevall.,Spiranthes spiralis,(L.) Chevall.,Spiranthes spiralis (L.) Chevall.,11.02,5.51,10780.82,5390.41,5390.41,2,30,41.26802804,"Czech Republic, Moravia, Koroužné-Šva?ec (distr. Ž?ár nad Sázavou): Šva?ec Nature Reserve, 300 m NE of the Nejsv?t?jší trojice chapel, slightly shrubby part of a dry meadow","49°31'31""N","16°21'13""E",452,O. Knápek,"lh-6, measured from immature ovaria",P.s.,1.410836974,0.71454553,1.374882426,3.892066693,1.027156686,3.382523258,Šmarda et al. 2019,n,Šmarda et al. 2019
526250-1,Spirodela polyrhiza,(L.) Schleid.,Spirodela polyrhiza,(L.) Schleid.,Spirodela polyrhiza (L.) Schleid.,0.35,0.17,337.47,168.74,84.37,4,40,44.0544688,"Czech Republic, Bohemia, Hluboká nad Vltavou (distr. ?eské Bud?jovice): fish nurseries in the S part of the town, close to the Podhradský and Munický ponds, basin nr. 7, shallow trickle in an emptied basin","49°02'48""N","14°26'00""E",375,K. Šumberová,lh-11,O.s.,0.423015012,0.79050977,0.433971523,3.896769762,0.974752928,0.202862837,Šmarda et al. 2019,n,Šmarda et al. 2019
459286-1,Stachys alpina,L.,Stachys alpina,L.,Stachys alpina L.,1.56,0.78,1529.42,764.71,382.35,4,30,39.52095342,"Czech Republic, Moravia, Suchov (distr. Hodonín): along the road (green-marked hiking trail) 1.8 km SSW of the church in the village, forest fringe","48°53'52""N","17°33'25""E",494,P. Šmarda & K. Fajmon,lh-3,G.m.,0.693983495,0.907646327,0.753076076,1.29084904,0.921531725,0.703139019,Šmarda et al. 2019,n,Šmarda et al. 2019
459300-1,Stachys annua,(L.) L.,Stachys annua,(L.) L.,Stachys annua (L.) L.,1.18,0.59,1155.56,577.78,288.89,4,34,38.83533767,"Czech Republic, Moravia, Brno-Bystrc (distr. Brno-m?sto): intersection of Stará dálnice and Rakovecká streets, 780 m WNW of sv Jan K?titel church, dry slope along the tramway track","49°13'36""N","16°31'11""E",250,P. D?evojan,lh-1,L.e.,0.676982207,1.086519562,0.681018032,2.073804126,0.994250105,1.278662818,Šmarda et al. 2019,n,Šmarda et al. 2019
459393-1,Stachys byzantina,K. Koch,Stachys byzantina,K. Koch,Stachys byzantina K. Koch,1.31,0.66,1283.06,641.53,320.76,4,30,37.57312883,"Cultivated in a private garden in Brno-Malom??ice, Podzimní street",,,,P. Veselý,lh-6,L.e.,0.778640496,15.84512595,0.756159637,25.82160159,1.058495241,14.03701006,Šmarda et al. 2019,n,Šmarda et al. 2019
459557-1,Stachys germanica,L.,Stachys germanica,L.,Stachys germanica L.,1.82,0.91,1777.88,888.94,444.47,4,30,39.18784946,"Greece, North Pindus Mts., Vikos-Aoos National Park, Monodendri: 2 km NW of the village, mountain pasture on limestone (planted in a private garden in Brno-Malom??ice, Podzimní street)","39°53'48.7""N","20°44'20.7""E",1300,P. Veselý,lh-3,B.p.,0.585741409,0.041161245,0.575386291,0.56129727,1.018017467,0.54339896,Šmarda et al. 2019,n,Šmarda et al. 2019
459557-1,Stachys germanica,L.,Stachys germanica,L.,Stachys germanica L.,1.71,0.86,1673.08,836.54,418.27,4,30,39.04520479,"Prague Botanical Garden, Praha-Troja, Czech Republic",,,,P. Veselý,lh-3,B.p.,0.55521029,0.554915708,0.541470068,0.837287763,1.025391907,0.282210041,Šmarda et al. 2019,n,Šmarda et al. 2019
459820-1,Stachys palustris,L.,Stachys palustris,L.,Stachys palustris L.,2.86,1.43,2793.85,1396.92,349.23,8,64,37.92673524,"Czech Republic, Moravia, Št?pánov (distr. Olomouc): SE corner of the Kurfürstovo rameno Nature Reserve, 1.43 km SW of the railway station, Morava river bank","49°39'35""N","17°12'48""E",217,O. Knápek,lh-3,L.e.,1.712835456,0.872979982,1.646532071,1.043861961,1.040268505,0.836298299,Šmarda et al. 2019,n,Šmarda et al. 2019
459901-1,Stachys recta,L.,Stachys recta,L.,Stachys recta L.,1.66,0.83,1620.71,810.35,405.18,4,34,38.65044811,"Czech Republic, Moravia, Horní V?stonice (distr. B?eclav): 460 m WSW of D?vín hill, 1.65 km NE of the church in the village, dry grasslands on limestone ","48°52'02""N","16°38'40""E",510,J. Danihelka & H. Galušková,lh-3,B.p.,0.5486253,1.309007994,0.524519707,1.588631143,1.045957459,0.82398485,Šmarda et al. 2019,n,Šmarda et al. 2019
460020-1,Stachys sylvatica,L.,Stachys sylvatica,L.,Stachys sylvatica L.,2.26,1.13,2205.78,1102.89,367.63,6,48,38.45259265,"Czech Republic, Moravia, Suchov (distr. Hodonín): along the road (green-marked hiking trail) 1.8 km SSW of the church in the village, forest fringe","48°53'52""N","17°33'25""E",494,P. Šmarda & K. Fajmon,lh-3,B.p.,0.754099255,0.964281184,0.713871128,1.656386645,1.056352086,0.582159478,Šmarda et al. 2019,n,Šmarda et al. 2019
785263-1,Staphylea pinnata,L.,Staphylea pinnata,L.,Staphylea pinnata L.,7.65,3.82,7477.46,3738.73,3738.73,2,26,37.06583794,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,"A. B?ezinová, H. Steigerová",lh-1,B.p.,2.735766837,2.042507464,2.419979571,3.838104024,1.130836276,3.386657657,Šmarda et al. 2019,n,Šmarda et al. 2019
30197752-2,Stellaria alsine,Grimm,Stellaria alsine,Grimm,Stellaria alsine Grimm,1.4,0.7,1370.79,685.4,685.4,2,24,37.64749039,"Czech Republic, Silesia, Hrubý Jeseník Mts., B?lá pod Prad?dem (distr. Jeseník): 540 m SE of Malé bradlo hill, bank of the Hrani?ní potok brook ","50°10'15""N","17°15'18""E",800,"O. Knápek, V. Grulich, P. Šmarda",lh-1,L.e.,0.852013974,0.43408836,0.807866116,0.760007382,1.054647493,0.571163347,Šmarda et al. 2019,n,Šmarda et al. 2019
310207-2,Stellaria graminea,L.,Stellaria graminea,L.,Stellaria graminea L.,3.42,1.71,3340.94,1670.47,835.24,4,52,38.21048876,"Czech Republic, Bohemia, Horní Planá-P?ední Zvonková (distr. ?eský Krumlov): SE fringe of the Házl?v k?íž peat-bog, 2.1 km ESE of the church in the former settlement of Zadní Zvonková","48°42'39""N","14°00'11""E",773,V. Grulich,lh-1,G.m.,1.619323887,0.364543337,1.645059211,1.15121982,0.984355989,0.316658322,Šmarda et al. 2019,n,Šmarda et al. 2019
307758-2,Stellaria holostea,L.,Stellaria holostea,L.,Stellaria holostea L.,2.14,1.07,2088.24,1044.12,1044.12,2,26,37.57745834,"Czech Republic, Moravia, Brno-Kohoutovice (distr. Brno-m?sto): 1.1 km NNE of the Kamenný vrch lookout tower, forest clearing","49°11'29""N","16°33'45""E",230,O. Knápek,lh-1,B.p.,0.745457411,1.280270951,0.675830129,0.673913861,1.103024827,1.899754591,Šmarda et al. 2019,n,Šmarda et al. 2019
307758-2,Stellaria holostea,L.,Stellaria holostea,L.,Stellaria holostea L.,2.11,1.06,2066.36,1033.18,1033.18,2,26,37.42715881,"Czech Republic, Moravia, Brno-Nový Lískovec (distr. Brno-m?sto): 810 m NE of the Kamenný vrch lookout tower, light oak forest above the Pisárecký tunel tunnel","49°11'10""N","16°33'55""E",265,O. Knápek,lh-3,B.p.,0.743082486,1.036658352,0.668747925,1.118942447,1.111154829,0.92646262,Šmarda et al. 2019,n,Šmarda et al. 2019
159330-1,Stellaria media,(L.) Vill.,Stellaria media,(L.) Vill.,Stellaria media (L.) Vill.,1.91,0.95,1866.42,933.21,466.61,4,40,37.91903297,"Czech Republic, Moravia, Brno-Lesná (distr. Brno-m?sto): N part of the municipality, surrounding of Okružní street, mown semi-natural grassland, abundant","49°13'58""N","16°37'32""E",310,P. Šmarda,lh-1,B.p.,0.655177008,0.723323187,0.604041783,0.463097825,1.084672845,0.895892325,Šmarda et al. 2019,n,Šmarda et al. 2019
309327-2,Stellaria nemorum,L.,Stellaria nemorum,L.,Stellaria nemorum L.,1.68,0.84,1644.08,822.04,822.04,2,26,37.02560542,"Czech Republic, Moravia, Hnanice (distr. Znojmo): former hotel ""Gruber"", edge of the forest by the Dyje river, frequent","48°48'38""N","15°58'40""E",246,V. Grulich & O. Knápek,lh-3,B.p.,0.602871981,0.716261014,0.532083707,1.953635754,1.133039733,0.366629763,Šmarda et al. 2019,n,Šmarda et al. 2019
