kew_id,Number,PrimeValue,EntryNumberQualifier,taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,AcceptedPloidyLevel,PloidyFootnoteID,PublishedChromosomeNumber,AcceptedChromosomeNumber,ChromosomeFootnoteID,Lifecycle,NewAPGFamily,Order,HigherGroup,EstimationMethod,Standard species,Reference,Highest level,Peridophyte Group,from GB material,DB
528894-1,336,TRUE,a,Allium sphaerocephalon L.,Allium sphaerocephalon,L.,Allium sphaerocephalon,40.1,20.05,19649,9824.5,3,3,,24,24,,P,Amaryllidaceae,Asparagales,M,Fe,Vicia faba Unclear cultivar but known value,"Baranyi M, Greilhuber J.  1999.  Genome size in Allium: In quest of reproducible data.  Annals of Botany 83: 687-695.",Angiosperm,,n,C-ValueDB
528894-1,299,TRUE,a,Allium sphaerocephalon L.,Allium sphaerocephalon,L.,Allium sphaerocephalon,23.8,11.9,11662,5831,2,2,,16,16,,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Zwaans Grosse Winter',"Ohri D, Fritsch R, Hanelt P. (pers. comm. 1996).",Angiosperm,,n,C-ValueDB
528944-1,5,TRUE,a,Allium subhirsutum L.,Allium subhirsutum,L.,Allium subhirsutum,35.6,17.8,17444,8722,2,2,,14,14,,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Ailsa Craig',"Jones RN, Rees H. 1968. Nuclear DNA variation in Allium. Heredity 23: 591-605.",Angiosperm,,y,C-ValueDB
529042-1,191,TRUE,a,Allium trifoliatum Cyr.,Allium trifoliatum,Cyr.,Allium trifoliatum,32.6,16.3,15974,7987,3,3,,21,21,,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Ailsa Craig',"Labani RM, Elkington TT. 1987. Nuclear DNA variation in the genus Allium L. (Liliaceae). Heredity 59: 119-128.",Angiosperm,,n,C-ValueDB
529047-1,5,TRUE,a,Allium triquetrum L.,Allium triquetrum,L.,Allium triquetrum,36.2,18.1,17738,8869,2,2,,18,18,,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Ailsa Craig',"Jones RN, Rees H. 1968. Nuclear DNA variation in Allium. Heredity 23: 591-605.",Angiosperm,,y,C-ValueDB
529083-1,299,TRUE,a,Allium unifolium Kellogg,Allium unifolium,Kellogg,Allium unifolium,32.6,16.3,15974,7987,2,2,z,14,14,o,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Zwaans Grosse Winter',"Ohri D, Fritsch R, Hanelt P. (pers. comm. 1996).",Angiosperm,,n,C-ValueDB
529111-1,675,TRUE,a,Allium vineale L.,Allium vineale,L.,Allium vineale,39.06632653,19.53316327,19142.5,9571.25,,,p,,,n,P,Amaryllidaceae,Asparagales,M,FC:PI,Vicia faba cv. 'Inovec',"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
30036759-2,882,TRUE,a2,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,(L.) Gaertn.,Alnus glutinosa,1.01,0.505,494.9,247.45,2,2,,28,28,,P,Betulaceae,Fagales,E,FC:PI,Bellis perennis,"Mandák B, Vít P, Krak K, Trávní?ek P, Havrdová A, Hadincová V, Zákravský P, Jarolímová V, Bacles CFE, Douda J. 2016.  Flow cytometry, microsatellites and niche models reveal the origins and geographical structure of Alnus glutinosa populations in Europe. ",Angiosperm,,n,C-ValueDB
30036759-2,634,TRUE,a4,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,(L.) Gaertn.,Alnus glutinosa,2.01,1.005,984.9,492.45,4,4,,56,56,,P,Betulaceae,Fagales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
30036759-2,154,TRUE,a2,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,(L.) Gaertn.,Alnus glutinosa,1,0.5,490,245,2,2,z,28,28,o,P,Betulaceae,Fagales,E,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
30106706-2,634,TRUE,a,Alnus incana (L.) Moench,Alnus incana,(L.) Moench,Alnus incana,1.13,0.565,553.7,276.85,2,2,,28,28,,P,Betulaceae,Fagales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
295013-1,157,TRUE,a,Alnus viridis (Chaix) DC.,Alnus viridis,(Chaix) DC.,Alnus viridis,1.2,0.6,588,294,2,2,z,28,28,o,P,Betulaceae,Fagales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1984 Relationship between 2C DNA content, systematic position &  level of  DNA endoreplication during differentiation of root parenchyma in dicot shrubs & trees-comparison with herbaceous sp. Biochem Physiol  Pflanzen 179: 641-657",Angiosperm,,n,C-ValueDB
387091-1,154,TRUE,a,Alopecurus geniculatus L.,Alopecurus geniculatus,L.,Alopecurus geniculatus,15,7.5,7350,3675,4,4,z,28,28,o,P,Poaceae,Poales,M,Fe,Senecio vulgaris (PBI population),Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
387134-1,105,TRUE,a,Alopecurus magellanicus Lam.,Alopecurus magellanicus,Lam.,Alopecurus magellanicus,40.2,20.1,19698,9849,c. 14,,,c. 100,100,,P,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD,  Smith JB, Lewis Smith RI. 1982. DNA amounts of angiosperms from the Antarctic and South Georgia. Environmental and Experimental Botany 22: 307-318.",Angiosperm,,n,C-ValueDB
387143-1,270,TRUE,a,Alopecurus myosuroides Huds.,Alopecurus myosuroides,Huds.,Alopecurus myosuroides,8.6,4.3,4214,2107,,,p,-,,n,A-B,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Unpublished values from the Jodrell Laboratory, Royal Botanic Gardens, Kew.",Angiosperm,,n,C-ValueDB
62457-1,292,TRUE,a,Alstroemeria aurea Graham,Alstroemeria aurea,Graham,Alstroemeria aurea,53.4,26.7,26166,13083,2,2,,16,16,,P,Alstroemeriaceae,Liliales,M,FC:PI,Allium cepa cv. 'Ailsa Craig',"Buitendijk JH, Boon EJ, Ramanna MS. 1997. Nuclear DNA content in twelve species of Alstroemeria L. and some of their hybrids. Annals of Botany 79: 343-353",Angiosperm,,n,C-ValueDB
62457-1,436,TRUE,a3,Alstroemeria aurea Graham,Alstroemeria aurea,Graham,Alstroemeria aurea,80.9,40.45,39641,19820.5,3,3,,24,24,,P,Alstroemeriaceae,Liliales,M,FC:PI,Allium cepa cv. 'Ailsa Craig',"Buitendijk JH, Peters A, Quené RJ, Ramanna MS. 1998. Genome size variation and C-band polymorphism in Alstroemeria aurea, A. ligtu and A. magnifica (Alstroemeriaceae). Plant Systematics and Evolution 212: 87-106.",Angiosperm,,n,C-ValueDB
62457-1,829,TRUE,a2,Alstroemeria aurea Graham,Alstroemeria aurea,Graham,Alstroemeria aurea,42.20612245,21.10306122,20681,10340.5,2,2,z,16,16,o,P,Alstroemeriaceae,Liliales,M,FC:PI,Vicia faba cv. 'Inovec',"Šmarda P, Bureš P, Horová L, Leitch IJ, Mucina L, Pacini E, Tichý L, Grulich V, Rotreklová O. 2014.  Ecological and evolutionary significance of genomic GC content diversity in monocots. Proceedings of the National Academy of Sciences 111: E4096-E4102.",Angiosperm,,n,C-ValueDB
327388-2,630,TRUE,a,Amaranthus albus L.,Amaranthus albus,L.,Amaranthus albus,1.1,0.55,539,269.5,4,4,,,,n,A,Amaranthaceae,Caryophyllales,E,FC:PI,Solanum lycopersicum 'Stupicke polni rane',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
10615-2,630,TRUE,a,Amaranthus blitoides S. Watson,Amaranthus blitoides,S. Watson,Amaranthus blitoides,1.12,0.56,548.8,274.4,4,4,,,,n,A,Amaranthaceae,Caryophyllales,E,FC:PI,Glycine max cv. 'Polanka',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
316347-2,359,TRUE,a,Amaranthus caudatus L.,Amaranthus caudatus,L.,Amaranthus caudatus,1.2,0.6,588,294,2,2,,32,32,,A,Amaranthaceae,Caryophyllales,E,FC:PI,Zea mays cv. W64A,"Sun M, Hu YZ, Chen H. (pers. comm. 1999).",Angiosperm,,n,C-ValueDB
10631-2,108,TRUE,a,Amaranthus cruentus L.,Amaranthus cruentus,L.,Amaranthus cruentus,1,0.5,490,245,2,2,z,32,32,o,A,Amaranthaceae,Caryophyllales,E,Fe,Vigna radiata cv. 'Berken',"Bennett MD, Smith JB. 1991. Nuclear DNA amounts in angiosperms. Philosophical Transactions of the Royal Society of London Series B-Biological Sciences 334: 309-345.",Angiosperm,,n,C-ValueDB
10648-2,270,TRUE,a,Amaranthus hybridus L.,Amaranthus hybridus,L.,Amaranthus hybridus,1.4,0.7,686,343,,,p,-,,n,A,Amaranthaceae,Caryophyllales,E,Fe,Zea mays cv. W64A,"Unpublished values from the Jodrell Laboratory, Royal Botanic Gardens, Kew.",Angiosperm,,n,C-ValueDB
10665-2,108,TRUE,a,Amaranthus hypochondriacus L.,Amaranthus hypochondriacus,L.,Amaranthus hypochondriacus,1,0.5,490,245,2,2,z,32,32,o,A,Amaranthaceae,Caryophyllales,E,Fe,Vigna radiata cv. 'Berken',"Bennett MD, Smith JB. 1991. Nuclear DNA amounts in angiosperms. Philosophical Transactions of the Royal Society of London Series B-Biological Sciences 334: 309-345.",Angiosperm,,n,C-ValueDB
327376-2,854,TRUE,a,Amaranthus palmeri S. Watson,Amaranthus palmeri,S. Watson,Amaranthus palmeri,0.95,0.475,465.5,232.75,,,p,32,32,,A,Amaranthaceae,Caryophyllales,E,FC:PI,Zea mays W22,"Rayburn AL, McCloskey R, Tatum TC, Bollero GA, Jeschke MR, Tranel PJ. 2005.  Genome size analysis of weedy Amaranthus species. Crop Science 45: 2557-2562.",Angiosperm,,n,C-ValueDB
319617-2,630,TRUE,a,Amaranthus powellii S. Watson,Amaranthus powellii,S. Watson,Amaranthus powellii,1.02,0.51,499.8,249.9,4,4,,,,n,A,Amaranthaceae,Caryophyllales,E,FC:PI,Bellis perennis,"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
10698-2,375,TRUE,a,Amaranthus retroflexus L.,Amaranthus retroflexus,L.,Amaranthus retroflexus,1.8,0.9,882,441,2,2,,32,32,,A,Amaranthaceae,Caryophyllales,E,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Leitch IJ, Hanson L.  1998.  DNA amounts in two samples of angiosperm weeds.  Annals of Botany 82 (Supplement A): 121-134.",Angiosperm,,n,C-ValueDB
62705-1,793,TRUE,a,Amaryllis belladonna L.,Amaryllis belladonna,L.,Amaryllis belladonna,38.29,19.145,18762.1,9381.05,2,2,,22,22,,P,Amaryllidaceae,Asparagales,M,Fe,Allium cepa cv. 'Ailsa Craig',"Poggio L, González G, Naranjo CA. 2007.  Chromosome studies in Hippeastrum (Amaryllidaceae): variation in genome size. Botanical Journal of the Linnean Society 155: 171-178.",Angiosperm,,n,C-ValueDB
176058-1,776,TRUE,a,Ambrosia artemisiifolia L.,Ambrosia artemisiifolia,L.,Ambrosia artemisiifolia,2.35,1.175,1151.5,575.75,4,4,,36,36,,A,Asteraceae,Asterales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
315739-2,630,TRUE,a,Ambrosia trifida L.,Ambrosia trifida,L.,Ambrosia trifida,3.82,1.91,1871.8,935.9,2,2,,,,n,A,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
1141132-2,164,TRUE,a,Ammophila arenaria (L.) Link,Ammophila arenaria,(L.) Link,Ammophila arenaria,7.8,3.9,3822,1911,4,4,z,28,28,o,P,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Smith JB.  (pers. comm.) Unpublished data obtained at the Plant Breeding Institute, Cambridge, UK, 1986 - 1987. ",Angiosperm,,y,C-ValueDB
615773-1,634,TRUE,a,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis,(L.) Rich.,Anacamptis pyramidalis,24.64,12.32,12073.6,6036.8,,,p,,,n,P,Orchidaceae,Asparagales,M,FC:PI,Triticum aestivum cv. 'Chinese Spring',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
113312-1,776,TRUE,a,Anchusa officinalis L.,Anchusa officinalis,L.,Anchusa officinalis,14.61,7.305,7158.9,3579.45,2,2,,16,16,,BP,Boraginaceae,Boraginales,E,FC:PI,Pisum sativum cv. 'Express Long',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
999638-1,528,TRUE,a,Anemanthele lessoniana (Steud.) Veldkamp,Anemanthele lessoniana,(Steud.) Veldkamp,Anemanthele lessoniana,1.89,0.945,926.1,463.05,4,4,z,40-44,,o,P,Poaceae,Poales,M,FC:PI,The standard species used to convert artibary units into absolute DNA amounts is unclear.,"Murray BG, De Lange PJ, Ferguson AR. 2005. Nuclear DNA variation, chromosome numbers and polyploidy in the endemic and indigenous grass flora of New Zealand. Annals of Botany 96: 1293-1305.",Angiosperm,,n,C-ValueDB
708236-1,675,TRUE,a,Anemone apennina L.,Anemone apennina,L.,Anemone apennina,26.99387755,13.49693878,13227,6613.5,,,p,,,n,P,Ranunculaceae,Ranunculales,E,FC:PI,Vicia faba cv. 'Inovec',"Veselý P, Bureš P, Šmarda P., Pavlicek T. 2012. Genome size and DNA base composition of geophytes: the mirror of phenology and ecology? Annals of Botany 109: 65-75.",Angiosperm,,n,C-ValueDB
13472-2,776,TRUE,a,Anemone nemorosa L.,Anemone nemorosa,L.,Anemone nemorosa,35.98,17.99,17630.2,8815.1,4,4,,32,32,,P,Ranunculaceae,Ranunculales,E,FC:PI,Artemisia arborescens 'Crete',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
13507-2,466,TRUE,a,Anemone ranunculoides L.,Anemone ranunculoides,L.,Anemone ranunculoides,39.9,19.95,19551,9775.5,,,p,-,,n,P,Ranunculaceae,Ranunculales,E,FC:PI,Agave americana,"Zonneveld BJM, Leitch IJ, Bennett MD. 2005. First nuclear DNA amounts in more than 300 angiosperms. Annals of Botany 96: 229-244",Angiosperm,,n,C-ValueDB
837530-1,156,TRUE,a!,Anethum graveolens L.,Anethum graveolens,L.,Anethum graveolens,2.4,1.2,1176,588,2,2,z,22,22,o,A,Apiaceae,Apiales,E,Fe,Allium cepa cv. 'Ailsa Craig',"Olszewska MJ, Osiecka R. 1983 Relationship between 2C DNA content, life-cycle, systematic position of DNA endoreplication dynamics in parenchyma nuclei during growth & differentiation of roots in dicot herbaceous sp. Biochem Physiol  Pflanzen 178: 581-599",Angiosperm,,n,C-ValueDB
837560-1,630,TRUE,a,Angelica archangelica L.,Angelica archangelica,L.,Angelica archangelica,6.46,3.23,3165.4,1582.7,2,2,,,,n,P,Apiaceae,Apiales,E,FC:PI,Pisum sativum cv. 'Ctirad',"Kubešová M, Moravcová L, Suda J, Jarošik V, Pyšek P. 2010. Naturalized plants have smaller genomes than their non-invading relatives: a flow cytometric analysis of the Czech alien flora. Preslia 82: 81-96.",Angiosperm,,n,C-ValueDB
177259-1,849,TRUE,a,Anthemis cotula L.,Anthemis cotula,L.,Anthemis cotula,8.35,4.175,4091.5,2045.75,,,p,,,n,A,Asteraceae,Asterales,E,FC:PI,Artemisia arborescens 'Crete',"Vallès J, Baši? N, Boguni? F, Bourge M, Brown SC, Garnatje T, Hajrudinovi? A, Muratovi? E, Pustahija F, Šoli? EM, Siljak-Yakovev S. 2014.  Contribution to plant genome size knowledge: first assessments in five genera and 30 species of angiosperms from wes",Angiosperm,,n,C-ValueDB
389034-1,110,TRUE,a,Anthoxanthum odoratum L.,Anthoxanthum odoratum,L.,Anthoxanthum odoratum,11.8,5.9,5782,2891,4,4,,20,20,,P,Poaceae,Poales,M,Fe,Secale cereale cv. 'Petkus Spring',"Grime JP, Mowforth MA. 1982. Variation in genome size - an ecological interpretation. Nature 299: 151-153.",Angiosperm,,y,C-ValueDB
837969-1,154,TRUE,a,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris,(L.) Hoffm.,Anthriscus sylvestris,4.6,2.3,2254,1127,2,2,z,16,16,o,P,Apiaceae,Apiales,E,Fe,Pisum sativum cv. 'Minerva Maple',Band SR. (pers. comm. 1984).,Angiosperm,,y,C-ValueDB
474795-1,110,TRUE,a,Anthyllis vulneraria L.,Anthyllis vulneraria,L.,Anthyllis vulneraria,1,0.5,490,245,2,2,,12,12,,P,Fabaceae,Fabales,E,Fe,Pisum sativum cv. 'Minerva Maple',"Grime JP, Mowforth MA. 1982. Variation in genome size - an ecological interpretation. Nature 299: 151-153.",Angiosperm,,y,C-ValueDB
799180-1,647,TRUE,a,Antirrhinum majus L.,Antirrhinum majus,L.,Antirrhinum majus,1.294,0.647,634.06,317.03,2,2,p,16,16,o,P,Plantaginaceae,Lamiales,E,FC:PI,Regression analysis,"Zaitlin D, Pierce AJ. 2010. Nuclear DNA content in Sinningia (Gesneriaceae); intraspecific genome size variation and genome characterization in S. speciosa. Genome 53: 1066-1082.",Angiosperm,,n,C-ValueDB
1122912-2,375,TRUE,a,Apera spica-venti (L.) P. Beauv.,Apera spica-venti,(L.) P. Beauv.,Apera spica-venti,10.8,5.4,5292,2646,2,2,,14,14,,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Leitch IJ, Hanson L.  1998.  DNA amounts in two samples of angiosperm weeds.  Annals of Botany 82 (Supplement A): 121-134.",Angiosperm,,n,C-ValueDB
721514-1,1,TRUE,a,Aphanes arvensis L.,Aphanes arvensis,L.,Aphanes arvensis,1.2,0.6,588,294,6,6,z,48,48,o,A,Rosaceae,Rosales,E,Fe,Hordeum vulgare cv. 'Sultan',Bennett MD. 1972.  Nuclear DNA content and minimum generation time in herbaceous plants.  Proceedings of the Royal Society of London Series B-Biological Sciences. 181:109-135,Angiosperm,,n,C-ValueDB
306409-2,776,TRUE,a,Aquilegia vulgaris L.,Aquilegia vulgaris,L.,Aquilegia vulgaris,0.78,0.39,382.2,191.1,2,2,,14,14,,P,Ranunculaceae,Ranunculales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
277940-1,599,TRUE,a,Arabidopsis arenosa (L.) Lawalrée,Arabidopsis arenosa,(L.) Lawalrée,Arabidopsis arenosa,0.4,0.2,196,98,2,2,,16,16,,B,Brassicaceae,Brassicales,E,FC:PI,Raphanus sativus cv. 'Voran',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
277940-1,599,TRUE,a,Arabidopsis arenosa (L.) Lawalrée,Arabidopsis arenosa,(L.) Lawalrée,Arabidopsis arenosa,0.78,0.39,382.2,191.1,4,4,,32,32,,B,Brassicaceae,Brassicales,E,FC:PI,Arabidopsis thaliana Columbia,"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
277992-1,599,TRUE,a,Arabis alpina L.,Arabis alpina,L.,Arabis alpina,0.76,0.38,372.4,186.2,2,2,,16,16,,,Brassicaceae,Brassicales,E,FC:PI,Raphanus sativus cv. 'Voran',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
278269-1,509,TRUE,a,Arabis hirsuta (L.) Scop.,Arabis hirsuta,(L.) Scop.,Arabis hirsuta,1.372,0.686,672.28,336.14,4,4,z,32,32,o,AP,Brassicaceae,Brassicales,E,FC:PI,Solanum pseudocapsicum,"Johnston JS, Pepper AE, Hall AE, Chen ZJ, Hodnett G, Drabek J, Lopez R, Price HJ. 2005. Evolution of genome size in Brassicaceae. Annals of Botany 95: 229-235.",Angiosperm,,n,C-ValueDB
278528-1,599,TRUE,a,Arabis procurrens Waldst. & Kit.,Arabis procurrens,Waldst. & Kit.,Arabis procurrens,0.72,0.36,352.8,176.4,,,p,"16, 32",,o,,Brassicaceae,Brassicales,E,FC:PI,Raphanus sativus cv. 'Voran',"Lysák MA, Koch MA, Beaulieu JM, Meister A, Leitch IJ. 2009. The dynamic ups and downs of genome size evolution in Brassicaceae. Molecular Biology and Evolution 26: 85-98.",Angiosperm,,n,C-ValueDB
318562-2,395,TRUE,a,Arachis hypogaea L.,Arachis hypogaea,L.,Arachis hypogaea,5.74,2.87,2812.6,1406.3,4,4,,40,40,,A,Fabaceae,Fabales,E,Fe,Pisum sativum cv. 'Kleine Rheinländerin',"Temsch EM, Greilhuber J. 2000. Genome size variation in Arachis hypogaea and A. monticola re- evaluated. Genome 43: 449-451.",Angiosperm,,n,C-ValueDB
89765-1,721,TRUE,a,Aralia racemosa L.,Aralia racemosa,L.,Aralia racemosa,1.38,0.69,676.2,338.1,,,p,,,n,P,Araliaceae,Apiales,E,FC:PI,Pisum sativum cv. 'Dwarf Gray Sugar',"Bai C, Alverson WS, Follansbee A, Waller DM. 2012.  New reports of nuclear DNA content for 407 U.S. plant species. Annals of Botany: 110:1623-1629",Angiosperm,,n,C-ValueDB
261681-1,,,,Araucaria araucana (Molina) K. Koch,Araucaria araucana,(Molina) K. Koch,Araucaria araucana,45.59304703,22.79652352,22295,11147.5,,,,,,,,Araucariaceae,Conifers II,,,,,Gymnosperm,,NA,C-ValueDB
178385-1,800,TRUE,a,Arctium lappa L.,Arctium lappa,L.,Arctium lappa,1.99,0.995,975.1,487.55,,,p,,,n,B,Asteraceae,Asterales,E,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Zhang L, Cao B, Bai C. 2013.  New reports of nuclear DNA content for 66 traditional Chinese medicinal plant taxa in China. Caryologia 66: 375-383.",Angiosperm,,n,C-ValueDB
1024084-2,634,TRUE,a,Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,(L.) Spreng.,Arctostaphylos uva-ursi,2.49,1.245,1220.1,610.05,,,p,,,n,P,Ericaceae,Ericales,E,FC:PI,Solanum lycopersicum cv. 'Roma',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
